Age,Education,Marital Status,Parental_Status,Children,Income,Total_Spending,Days_as_Customer,Recency,Wines,Fruits,Meat,Fish,Sweets,Gold,Web,Catalog,Store,Discount Purchases,Total_Promo,NumWebVisitsMonth
68,2,0,1,1,78331.0,1638,4559,97,756,81,354,120,81,61,10,6,7,2,0,4
52,4,1,1,1,37087.0,401,4635,50,194,55,134,15,0,3,4,2,8,3,0,6
40,2,0,1,1,21846.0,84,4652,38,7,17,18,6,10,26,4,0,3,4,0,8
68,2,1,0,0,81320.0,928,4794,61,183,33,493,59,81,57,4,3,10,1,0,2
56,2,0,1,1,54137.0,203,4719,46,171,0,11,0,1,20,4,1,4,2,0,6
59,2,1,0,0,66825.0,858,4752,73,243,81,405,29,40,40,4,5,6,1,0,2
53,2,1,0,0,57100.0,409,4845,19,181,21,69,39,3,96,3,3,6,1,0,3
57,2,1,1,3,58917.0,282,4864,10,151,7,89,0,7,28,4,1,6,5,0,5
49,2,0,0,0,85072.0,1423,4335,94,494,81,391,120,11,126,3,4,10,1,0,0
65,2,0,0,0,86429.0,1449,4622,10,464,28,556,29,18,37,7,4,7,0,1,2
55,2,0,1,1,45684.0,28,4904,37,5,1,5,10,0,7,1,0,2,1,0,7
52,2,1,1,1,47889.0,67,4491,94,29,0,29,0,5,4,2,0,3,1,0,5
40,4,1,0,0,45921.0,199,4306,23,102,9,49,24,3,12,2,1,6,1,0,4
60,4,0,0,0,78420.0,1453,4767,75,604,28,556,91,28,28,3,10,8,1,0,1
34,2,1,0,0,75114.0,1253,4755,40,571,12,523,63,60,24,3,10,5,1,0,2
63,4,0,1,1,52278.0,1198,4922,24,953,0,71,0,0,126,10,5,10,6,0,8
54,3,1,1,1,35641.0,178,4752,11,63,3,67,8,9,28,3,1,4,2,0,7
32,2,0,0,0,95529.0,1990,5241,29,770,29,556,120,27,24,7,3,7,1,1,3
72,2,1,0,0,62820.0,976,4638,51,398,61,265,120,61,53,3,4,6,1,0,1
66,3,1,0,0,73113.0,1001,4587,86,741,19,154,50,9,28,3,4,7,1,0,2
44,4,1,0,0,84169.0,1919,4758,9,1225,19,403,0,19,0,7,6,6,1,2,3
72,1,0,1,1,42607.0,350,4626,30,156,29,56,30,32,47,3,2,7,2,0,3
72,4,0,0,0,74637.0,1650,4809,73,960,64,464,120,0,16,6,9,9,1,1,3
71,4,1,1,2,46015.0,46,4479,25,38,0,2,0,0,6,1,0,3,1,2,7
33,2,0,0,0,72354.0,1228,4840,67,315,26,473,120,12,126,2,10,6,1,0,1
57,3,0,1,1,39858.0,95,4923,67,15,20,25,2,7,26,2,0,4,1,0,6
78,4,1,1,2,34469.0,62,4487,58,19,6,20,0,5,12,1,1,4,3,0,4
40,2,1,1,1,83033.0,1761,4444,82,812,81,431,120,81,33,11,4,10,1,1,5
47,3,1,0,0,24401.0,467,5069,98,73,28,217,10,24,115,6,1,6,3,0,8
48,2,1,0,0,77583.0,1149,4307,93,372,23,384,120,12,108,4,5,9,1,1,2
44,1,0,0,0,74116.0,2052,4583,53,871,81,556,120,55,126,4,4,10,1,1,2
33,2,0,0,0,74293.0,1127,4487,66,375,81,335,93,81,81,5,4,6,1,0,2
50,4,1,1,1,68397.0,1416,4626,6,760,80,466,17,13,80,6,9,5,1,0,3
52,4,1,0,0,79632.0,1113,4366,42,471,0,510,99,21,12,6,4,9,1,0,2
37,2,0,1,1,46107.0,125,4307,78,31,9,27,16,9,33,1,1,4,1,0,3
75,4,0,1,1,64950.0,966,4970,29,819,0,72,12,0,63,11,2,10,2,1,7
37,0,1,1,1,25443.0,32,4956,82,1,4,3,8,9,7,1,0,3,1,0,8
74,2,0,0,0,75127.0,833,4440,92,203,35,305,46,17,126,2,11,5,1,0,1
55,4,1,1,1,32892.0,46,4437,78,26,0,15,2,1,2,3,0,3,2,0,8
55,2,1,0,0,71796.0,960,4650,54,354,21,311,120,75,32,9,3,4,1,0,4
56,4,1,1,1,67536.0,1829,4805,45,1225,0,447,23,71,35,11,5,11,3,1,8
55,2,0,1,1,55239.0,779,4752,59,371,17,238,23,24,106,7,5,11,3,0,5
51,4,0,1,1,60554.0,811,4696,8,588,7,76,110,15,15,8,4,9,2,0,6
74,1,0,1,2,64831.0,1120,4668,51,480,81,249,75,81,126,6,3,5,8,0,6
64,4,1,1,1,56067.0,725,4746,51,517,12,54,16,6,120,7,4,7,2,0,5
43,2,0,0,0,82025.0,1187,4799,76,267,81,556,48,70,98,3,2,6,1,1,1
73,2,1,0,0,94384.0,2302,4854,62,1111,24,556,120,45,126,5,8,5,0,3,2
40,0,0,0,0,14906.0,66,4956,86,7,7,14,7,16,15,2,1,3,3,0,7
39,4,1,0,0,51563.0,1250,5303,60,1166,0,48,0,0,36,4,4,10,1,2,8
44,1,1,1,1,57937.0,683,4535,56,261,42,144,55,48,126,4,4,9,3,0,3
47,2,0,1,2,68274.0,305,4674,83,135,25,51,23,25,46,4,2,5,2,0,3
49,2,1,1,1,39771.0,50,4784,92,6,2,18,2,8,14,2,0,3,1,0,4
51,1,0,1,1,67893.0,995,5303,31,711,28,142,49,18,47,3,2,9,2,0,8
47,4,1,1,1,27922.0,41,4304,80,11,0,13,2,4,11,2,0,3,1,0,4
50,4,1,1,2,52190.0,77,4365,39,42,0,17,0,0,18,2,1,3,3,1,5
53,3,0,1,2,44051.0,171,4918,20,79,7,58,6,3,18,3,1,4,4,0,6
55,4,0,1,2,42767.0,131,4638,53,20,6,43,19,5,38,3,1,2,1,0,8
50,3,1,1,2,46106.0,54,4273,84,30,0,8,2,0,14,1,1,2,1,0,6
50,4,1,1,2,16927.0,53,4672,50,20,2,23,3,1,4,3,0,4,5,0,8
61,2,1,1,1,59754.0,475,5301,96,115,27,44,4,81,126,5,2,6,3,0,5
74,2,0,1,1,53700.0,694,5083,94,263,5,233,69,41,83,5,5,8,4,0,5
53,2,1,1,2,59041.0,96,4396,25,69,2,15,2,2,6,2,0,4,2,0,5
69,4,0,1,1,54237.0,361,4830,48,267,3,30,4,0,57,5,2,5,4,0,6
59,2,0,1,1,70647.0,1079,5048,65,561,81,171,25,81,114,4,7,13,2,0,2
64,4,0,1,1,52597.0,578,4396,69,492,0,37,7,0,42,6,3,8,3,0,5
57,3,1,1,1,41021.0,64,4948,12,14,7,9,6,16,12,2,0,3,2,0,6
51,4,1,1,1,40233.0,149,4660,84,80,4,46,0,17,2,2,1,5,5,0,6
46,2,1,1,2,50183.0,231,4406,47,97,12,84,13,10,15,3,1,6,7,0,5
67,2,1,1,1,54753.0,728,4604,87,197,81,227,7,59,126,5,2,11,3,0,4
53,2,1,0,0,92955.0,1778,4716,35,693,21,556,31,24,84,6,7,9,1,2,2
53,2,1,1,1,33471.0,93,4968,47,43,2,27,0,9,12,3,0,4,3,0,7
52,4,1,1,1,34596.0,23,4844,48,14,0,2,0,0,7,1,0,2,1,0,8
46,2,1,1,1,44010.0,662,5026,46,186,36,234,86,72,48,10,2,6,6,0,9
38,2,1,0,0,84219.0,1198,4549,27,434,81,400,45,81,45,3,4,10,1,0,1
58,4,1,1,3,40706.0,81,4930,37,59,0,11,4,2,5,3,0,4,4,0,7
38,1,1,1,1,15716.0,92,4967,8,16,5,30,8,7,26,3,0,4,3,0,8
67,1,0,1,1,59052.0,491,4626,29,230,35,75,63,57,31,7,1,7,3,0,5
55,3,1,0,0,80573.0,1564,5025,85,829,81,430,60,81,15,4,6,13,1,0,2
64,2,1,0,0,83715.0,926,4521,2,318,8,407,120,35,8,2,8,13,1,0,0
67,3,1,0,0,82576.0,1910,5305,66,1206,55,445,120,18,18,2,4,12,1,1,1
61,3,1,1,3,56962.0,411,4633,60,292,3,77,10,3,26,6,3,5,7,0,7
74,2,1,1,2,35704.0,94,4522,54,30,9,12,2,11,30,2,0,4,3,0,4
72,2,1,1,1,53103.0,1085,4604,70,729,17,133,11,0,126,10,6,7,5,1,7
66,1,0,1,2,46779.0,23,4606,55,12,1,3,0,0,7,0,1,2,1,0,4
61,2,0,0,0,4861.0,6,4409,20,2,1,1,1,0,1,0,0,0,0,0,14
47,3,0,1,1,33462.0,54,4758,78,22,3,18,0,0,11,2,0,3,1,0,7
48,2,0,1,1,63693.0,1150,4660,63,587,43,337,42,81,54,11,6,9,3,0,6
76,2,1,0,0,80763.0,1415,4720,17,674,81,108,120,42,126,5,11,6,1,2,3
52,4,1,1,1,65352.0,405,4714,43,284,3,84,4,7,23,4,2,8,2,0,4
48,4,1,0,0,82170.0,1908,4618,13,1023,81,556,49,55,37,5,6,7,1,0,2
57,2,1,0,0,75759.0,2486,4649,46,1225,22,556,89,81,126,9,7,9,1,3,5
50,1,0,0,0,79689.0,1315,4608,65,311,26,556,120,37,121,4,9,13,1,0,2
70,4,0,1,2,35340.0,45,4402,1,27,0,12,0,1,5,2,0,3,2,0,5
72,2,0,0,0,85683.0,1789,4502,6,1225,17,311,45,69,51,2,4,10,1,4,1
54,1,1,1,1,24884.0,19,4979,32,3,6,7,0,0,3,0,0,3,1,0,7
45,3,1,1,1,42021.0,573,5069,34,393,5,136,7,5,27,10,1,6,5,1,9
37,2,0,1,1,64449.0,805,4533,70,218,63,282,120,35,70,5,3,12,4,0,4
72,2,0,1,2,64587.0,108,4409,49,66,0,16,0,6,20,1,1,4,2,0,3
31,2,0,0,0,34824.0,23,4497,65,4,2,11,2,0,4,1,0,2,1,0,6
48,2,1,0,0,75437.0,1493,4693,25,795,0,545,95,58,0,8,4,10,1,1,6
69,2,1,1,2,26091.0,89,4526,84,15,10,19,8,17,20,2,1,3,3,0,5
53,2,1,1,1,52845.0,936,4722,7,384,25,292,120,41,64,8,8,6,3,1,6
70,2,0,1,1,46086.0,343,4877,34,244,8,32,7,2,50,3,1,8,4,0,4
70,4,0,1,1,78028.0,528,5030,38,158,19,288,25,0,38,6,4,9,1,2,7
39,4,0,0,0,95169.0,1901,4694,1,1225,21,449,106,20,20,4,3,4,1,2,1
45,1,1,1,2,56337.0,724,4861,25,349,16,144,28,5,126,8,5,4,5,2,8
39,2,1,1,1,22434.0,58,4903,25,4,12,11,3,13,15,2,0,3,2,0,8
72,4,1,1,1,36930.0,297,4810,50,223,2,31,0,2,39,5,2,4,5,0,8
72,2,0,1,1,36130.0,488,4914,46,157,43,127,68,56,37,3,8,4,6,1,4
73,3,1,1,1,65569.0,859,5181,96,397,46,288,20,38,70,6,5,10,2,0,3
74,2,1,0,0,83844.0,1574,4608,57,901,31,345,75,31,126,4,4,11,1,1,1
58,2,1,1,2,19514.0,69,4556,47,14,3,21,2,1,28,3,1,2,4,1,8
63,4,0,1,2,36736.0,17,4669,52,10,0,3,0,0,4,1,0,2,1,0,6
47,2,1,1,1,77568.0,2194,5075,30,1225,0,396,120,81,126,10,2,8,1,3,5
50,4,1,1,1,49187.0,116,4277,63,81,1,31,2,1,0,1,1,5,1,0,2
48,2,0,1,1,30168.0,279,4763,51,154,20,66,0,12,27,6,1,4,7,0,9
58,3,1,1,1,34053.0,103,5030,14,63,0,21,7,0,12,3,0,3,1,0,8
55,3,1,1,2,38196.0,44,4474,20,30,0,11,0,0,3,2,0,4,3,0,5
75,3,1,0,0,59412.0,406,4473,56,90,67,165,30,43,11,4,2,8,1,0,3
61,1,1,0,0,70924.0,1363,4397,41,635,81,254,120,81,76,6,6,7,1,1,3
57,2,1,0,0,54165.0,236,4799,72,127,4,73,15,6,11,2,1,7,1,0,2
53,2,1,1,1,32300.0,39,4887,1,13,3,6,6,5,6,1,0,3,1,0,8
50,2,0,0,0,20180.0,137,4896,27,18,42,24,15,20,18,2,1,4,1,0,7
53,2,1,1,1,34961.0,79,4412,77,45,2,26,4,1,1,3,1,3,3,0,7
52,4,1,1,1,28440.0,63,4759,87,38,1,24,0,0,0,2,0,3,1,0,8
73,4,1,1,3,64504.0,1314,4854,81,986,36,168,16,0,108,11,3,4,7,0,7
60,3,1,1,1,33564.0,71,4407,51,61,0,3,0,0,7,1,1,3,1,0,5
48,2,1,1,1,17345.0,58,5242,79,4,9,16,17,0,12,2,1,2,2,0,8
59,4,1,1,1,56320.0,702,4731,11,201,53,172,116,77,83,5,4,9,3,0,4
48,2,0,1,1,28647.0,94,4714,54,19,8,29,0,12,26,2,2,2,1,1,7
39,0,0,1,1,15038.0,80,4918,93,4,8,11,19,12,26,2,1,2,2,0,9
68,4,0,1,1,32173.0,22,4939,0,18,0,2,0,0,2,1,0,3,1,0,4
62,1,1,1,1,68316.0,1211,5211,54,806,80,161,120,11,33,10,7,10,5,0,6
55,2,1,0,0,74538.0,1461,4767,21,380,81,556,110,81,28,8,8,5,1,1,3
55,2,0,0,0,91700.0,1968,4930,58,576,81,556,120,81,19,8,6,5,1,0,3
57,2,1,0,0,68695.0,1091,4406,3,458,81,356,106,50,40,4,4,7,1,0,2
49,1,1,1,1,31056.0,55,4925,99,5,10,13,3,8,16,1,0,3,1,0,8
53,2,1,0,0,79593.0,1366,4243,70,350,60,556,110,81,126,5,6,7,1,1,2
46,2,0,0,0,28071.0,313,5071,65,39,33,130,41,26,44,5,1,5,2,0,8
68,4,1,1,2,37334.0,62,4525,44,26,1,16,2,2,15,3,0,4,4,0,4
54,3,0,1,2,46423.0,92,4686,6,68,0,16,0,0,8,2,0,4,3,0,7
55,4,1,1,1,37126.0,72,4493,9,45,3,9,4,4,7,1,2,2,1,1,6
73,2,1,1,1,47703.0,655,4798,95,359,0,134,13,26,123,6,3,8,4,0,5
67,2,1,1,1,61180.0,704,4469,70,403,24,29,6,24,126,5,5,6,2,1,3
72,2,1,1,2,38998.0,54,5242,92,34,1,14,0,0,5,2,0,3,3,0,8
35,2,0,0,0,8028.0,178,5051,62,73,18,66,7,12,2,0,1,0,15,0,19
64,2,1,0,0,76081.0,1033,4439,85,292,30,415,63,33,126,4,5,4,1,1,2
40,2,1,1,1,34728.0,36,4736,2,14,0,16,0,0,6,1,1,2,1,0,6
61,3,0,1,1,33168.0,122,5026,0,80,1,37,0,1,3,2,1,4,3,0,7
60,3,1,1,1,33585.0,122,4679,91,30,11,33,13,6,29,2,0,4,1,0,4
66,4,1,1,1,77037.0,1123,4661,3,463,81,333,120,53,10,7,7,12,1,0,3
42,2,1,1,1,35196.0,497,4995,68,75,12,141,43,39,126,6,1,5,6,0,8
60,2,1,1,1,44529.0,691,4820,98,538,13,91,17,6,26,6,2,11,6,1,5
61,1,1,0,0,70924.0,1363,4397,41,635,81,254,120,81,76,6,6,7,1,1,3
60,4,1,1,2,28764.0,12,4456,16,8,0,3,0,0,1,1,0,2,1,1,8
77,4,1,0,0,69098.0,2440,4900,82,1225,22,556,120,0,126,7,8,9,1,0,5
56,1,0,1,2,25959.0,56,4902,1,4,2,12,7,5,26,1,2,2,2,0,6
43,3,1,1,1,27100.0,37,4823,64,12,0,13,2,0,10,1,0,3,1,0,7
41,2,0,0,0,70596.0,968,5182,68,347,44,534,17,0,26,3,5,12,1,0,2
52,2,1,1,1,42557.0,270,5071,98,192,5,53,0,5,15,6,1,4,4,0,8
75,4,1,0,0,53312.0,278,4696,32,241,0,12,0,0,25,5,1,5,1,0,7
74,2,0,0,0,72228.0,1250,4981,87,631,28,491,30,14,56,6,7,8,1,0,3
39,2,1,0,0,67605.0,938,4857,84,336,28,282,120,54,54,2,8,6,1,0,1
77,3,1,1,2,62845.0,1178,5303,3,1099,0,45,0,0,34,3,4,10,11,1,8
68,2,1,1,2,65196.0,1155,4741,34,743,19,181,12,0,126,7,6,11,2,1,5
39,4,0,0,0,42000.0,653,4673,23,124,81,267,85,59,35,5,2,11,2,0,5
53,4,0,1,2,35860.0,49,4443,37,15,0,8,4,2,20,1,1,2,2,1,5
62,4,1,1,1,65526.0,506,4274,22,397,19,69,12,0,9,4,4,8,1,0,2
65,2,1,1,2,16860.0,38,4969,19,10,4,4,3,3,14,1,1,3,3,0,7
34,2,0,0,0,83528.0,1650,4577,7,530,81,556,120,44,126,4,10,8,1,2,1
61,1,0,1,1,64176.0,1826,5245,52,1215,33,249,64,81,126,8,9,8,8,0,6
70,2,0,0,0,22304.0,18,5214,91,3,2,7,0,4,2,1,0,2,1,0,8
48,2,1,0,0,67023.0,906,4489,93,444,44,382,11,8,17,3,7,13,1,0,2
55,4,1,1,1,32892.0,46,4437,78,26,0,15,2,1,2,3,0,3,2,0,8
60,2,1,1,1,70713.0,1477,5241,23,736,81,279,82,76,126,5,6,8,6,0,3
71,2,1,1,1,59925.0,766,4978,83,473,21,176,19,21,56,9,2,9,3,0,6
73,2,1,1,1,39722.0,47,4527,92,32,0,5,2,0,8,2,0,3,2,0,5
68,2,1,0,0,46610.0,467,4748,4,288,10,30,4,10,125,6,1,6,1,0,6
65,2,1,0,0,88347.0,2116,4881,32,1050,81,555,77,81,118,4,7,9,1,1,1
45,4,1,0,0,87171.0,1298,4942,27,1001,44,107,58,44,44,6,7,11,1,2,2
50,1,1,1,2,26907.0,22,4715,10,9,1,7,0,3,2,1,0,3,2,0,7
58,3,0,1,1,50014.0,396,4560,9,234,14,77,19,10,42,4,1,8,2,0,5
48,4,1,1,1,41014.0,20,4835,65,7,2,6,2,0,3,1,0,2,1,0,7
61,2,0,0,0,66294.0,967,4506,68,251,81,334,65,81,117,4,3,5,1,0,2
55,2,1,1,1,36715.0,357,4991,16,172,10,125,21,13,16,7,2,4,6,0,9
70,2,1,0,0,79456.0,1401,5078,12,565,42,548,64,81,99,5,6,4,1,0,3
44,2,1,1,1,40479.0,15,4718,95,5,0,8,2,0,0,0,0,3,1,0,4
56,3,0,0,0,75345.0,2087,4914,16,918,57,556,99,38,126,5,8,6,1,1,3
49,2,1,1,1,54233.0,981,4855,46,652,8,158,21,0,126,11,6,5,4,0,8
56,2,0,1,2,24163.0,17,4603,3,4,1,7,2,1,2,1,0,3,2,0,4
68,4,1,0,0,84460.0,523,4856,80,152,27,103,106,54,81,9,9,4,0,4,5
43,2,1,1,1,43776.0,23,4518,77,8,0,9,2,1,3,1,0,2,1,0,6
68,4,0,0,0,71691.0,1192,4506,0,336,81,411,120,32,43,4,7,5,1,0,2
53,4,1,0,0,85844.0,1958,4433,62,938,19,556,25,81,38,6,6,7,1,1,2
52,4,0,1,1,39190.0,133,4466,91,68,8,18,19,8,12,2,1,4,2,0,5
67,2,1,0,0,71367.0,777,4712,24,227,23,389,42,21,75,4,5,7,1,0,2
54,4,0,1,2,38578.0,73,4774,2,38,4,22,3,3,3,3,0,3,3,0,8
61,4,1,1,2,57236.0,121,4245,22,105,0,9,2,1,4,2,1,4,3,0,3
47,2,0,1,1,61825.0,424,4758,56,162,50,100,55,30,27,4,2,8,1,0,4
68,2,0,1,1,79803.0,868,4545,54,574,8,216,21,16,33,4,3,5,1,0,1
40,1,0,0,0,80910.0,756,5008,71,160,80,369,67,39,41,3,3,8,1,0,1
44,3,1,1,1,27590.0,12,4834,38,6,0,5,0,0,1,1,0,2,1,0,7
47,2,1,1,1,56775.0,937,4915,62,614,35,160,58,35,35,5,8,10,2,0,5
51,2,0,0,0,83829.0,1862,4725,78,897,81,430,120,81,27,4,7,6,0,3,1
47,1,1,1,1,54210.0,367,4807,18,70,54,109,80,9,45,4,1,7,2,0,5
40,2,1,1,1,38508.0,443,4908,95,120,19,206,25,19,54,7,2,5,6,0,8
56,2,1,1,1,53187.0,267,4648,66,211,2,30,7,7,10,4,1,6,2,0,5
54,2,1,1,1,30023.0,61,4499,28,11,0,16,7,6,21,2,0,3,1,0,8
66,4,0,0,0,76045.0,1323,4628,78,760,53,400,17,81,0,4,5,11,1,1,2
74,4,1,1,1,50870.0,63,4412,13,53,0,8,0,0,2,2,0,3,1,0,5
56,1,1,0,0,15315.0,64,4880,27,7,4,13,15,8,17,2,0,4,2,0,5
52,1,1,1,1,65463.0,562,4552,17,391,32,70,21,32,16,6,2,9,2,1,5
61,2,1,1,2,66480.0,312,4431,71,199,9,57,20,21,6,4,1,7,7,0,4
72,2,0,0,0,76773.0,1156,4891,79,516,56,449,86,33,16,2,2,11,1,0,1
43,1,0,0,0,81698.0,1104,4944,1,709,45,115,30,81,45,8,2,5,1,1,5
53,4,0,1,2,54466.0,16,4337,78,12,0,4,0,0,0,1,0,2,1,0,5
66,3,0,0,0,98777.0,2008,4534,23,1000,19,556,120,81,38,4,6,9,0,1,1
42,4,0,1,1,16269.0,44,4705,75,19,3,18,3,1,0,3,0,3,3,0,8
55,2,1,1,1,71819.0,1574,4707,70,1224,28,140,0,14,126,3,3,5,3,2,6
43,4,1,1,1,33569.0,63,4658,10,16,2,18,3,0,24,1,1,2,1,1,8
43,3,1,0,0,36262.0,426,4684,24,88,39,54,64,28,126,3,5,3,1,1,6
60,0,1,0,0,22634.0,96,4931,47,2,23,11,8,6,46,2,1,2,1,0,8
48,1,1,1,1,47025.0,635,4604,98,508,11,59,23,5,29,11,1,6,5,0,9
58,2,0,1,1,70566.0,757,4786,4,381,28,215,84,28,21,6,5,9,2,0,3
47,4,1,1,1,31605.0,125,4986,15,74,0,42,2,1,6,2,1,4,2,0,7
53,3,0,1,2,52034.0,332,4810,67,146,0,93,7,13,73,4,2,5,5,0,7
47,2,0,1,1,48526.0,135,4589,32,23,17,23,43,20,9,2,1,4,1,0,3
72,2,1,1,1,46734.0,330,4990,40,110,5,137,26,23,29,6,1,5,2,0,7
64,2,0,1,2,39552.0,384,4960,54,165,3,147,4,24,41,6,2,5,7,0,8
60,2,0,1,2,86358.0,1722,5092,78,957,47,494,82,47,95,5,3,6,4,0,8
49,2,1,1,3,46931.0,78,4468,94,41,0,17,3,1,16,1,1,3,2,0,3
41,0,0,0,0,16581.0,24,4612,51,1,3,4,2,3,11,0,0,3,1,0,4
74,1,0,0,0,63998.0,1168,4593,42,176,29,556,0,33,112,7,6,11,1,0,4
75,3,1,1,1,67381.0,957,4932,67,815,8,53,11,0,70,2,2,9,4,1,7
59,2,0,1,2,25930.0,15,4664,87,6,1,2,2,0,4,1,0,2,1,0,7
48,2,1,1,1,42693.0,57,4395,29,8,4,20,6,3,16,1,0,3,1,0,5
50,2,1,1,1,85606.0,1956,4967,89,717,42,556,120,30,84,6,7,9,2,1,3
41,2,0,0,0,72903.0,2013,4645,74,1067,81,556,0,19,39,7,5,8,1,3,4
52,1,1,1,1,49669.0,326,4438,97,166,5,107,11,8,29,5,1,6,2,0,6
58,4,1,1,2,36778.0,77,5184,63,29,4,34,2,4,4,3,0,3,3,0,9
64,4,0,0,0,85696.0,1313,4883,88,714,76,395,116,0,12,4,6,9,1,0,1
37,3,0,0,0,10979.0,30,4440,34,8,4,10,2,2,4,3,0,3,2,0,5
65,2,1,1,1,49678.0,315,4914,81,229,5,56,3,2,20,6,2,4,2,0,7
73,3,1,1,1,56129.0,660,4776,65,320,48,133,39,72,48,6,2,10,4,0,4
37,2,1,1,1,37155.0,74,4916,51,23,0,26,7,15,3,2,0,4,1,0,5
48,1,0,1,1,21282.0,46,4273,76,1,5,8,4,8,20,2,1,2,2,0,6
64,4,0,1,1,33419.0,86,4718,76,56,0,12,0,0,18,2,0,4,2,0,7
81,2,0,0,0,63285.0,1103,4816,84,508,81,249,50,38,126,6,5,13,1,0,3
52,3,1,1,1,21255.0,61,4561,56,29,0,25,2,2,3,2,1,4,4,0,4
45,2,1,1,1,42162.0,145,4624,31,46,7,59,2,4,27,3,1,3,2,1,6
70,2,1,1,2,54450.0,684,5055,0,454,0,171,8,19,32,9,2,8,12,0,8
72,4,1,1,1,57744.0,411,4602,91,350,3,39,0,0,19,9,1,4,2,0,8
40,2,0,1,1,26576.0,27,5026,40,10,0,8,0,0,9,1,0,2,1,1,9
83,4,0,0,0,57513.0,1060,4789,59,735,40,183,52,20,30,9,3,13,2,0,6
62,2,1,1,1,68142.0,1459,5071,96,897,81,196,91,81,37,10,4,7,3,0,6
47,2,1,1,1,7500.0,18,5071,61,5,2,3,3,0,5,1,0,2,1,0,8
52,2,1,0,0,83145.0,1833,5047,14,777,35,556,39,81,114,5,9,11,1,1,2
66,3,1,1,1,54197.0,237,4519,16,162,6,37,6,13,13,1,3,6,2,0,1
63,4,0,1,2,23091.0,48,4434,98,35,0,11,0,0,2,2,1,3,4,0,7
50,2,1,1,2,46049.0,515,4745,11,342,9,112,19,14,19,5,2,9,10,0,7
52,2,1,0,0,56715.0,1020,5180,52,258,81,239,120,81,9,7,3,4,1,0,4
65,2,1,0,0,79410.0,1370,4433,19,658,80,483,120,13,13,3,2,5,1,0,1
75,2,1,1,1,57304.0,1026,4640,61,356,80,329,120,17,106,7,6,10,2,0,5
61,2,1,1,1,44375.0,301,4500,73,213,5,28,7,7,41,4,1,6,1,0,5
70,2,1,1,2,54450.0,684,5055,0,454,0,171,8,19,32,9,2,8,12,0,8
61,2,1,1,1,59594.0,499,5019,74,457,4,29,0,0,9,8,1,7,1,1,7
32,2,1,0,0,80685.0,1004,5078,55,241,45,556,34,26,54,6,4,10,1,0,2
52,4,1,1,1,40344.0,218,4661,48,210,0,6,0,0,2,4,1,5,2,0,7
54,2,1,1,1,62710.0,606,4804,53,441,35,83,7,29,11,4,2,12,4,0,4
58,1,1,1,1,48985.0,75,4820,13,19,13,18,10,7,8,1,1,3,1,0,3
58,2,1,1,3,35322.0,106,5078,34,28,9,37,12,7,13,2,0,4,3,0,8
78,2,1,0,0,77142.0,990,4798,54,476,75,162,29,81,97,4,4,8,1,0,2
57,2,0,0,0,81657.0,1097,4560,69,364,40,425,120,60,50,3,4,8,1,0,1
30,0,1,0,0,14421.0,16,4534,81,0,0,2,3,3,8,1,0,2,1,1,5
52,1,1,0,0,20130.0,34,4506,99,0,6,3,7,6,12,1,0,3,1,0,8
36,4,1,0,0,74214.0,1711,5074,3,863,81,547,86,81,33,8,2,5,1,0,5
69,3,1,1,2,66726.0,438,4247,61,349,7,35,0,0,47,8,2,4,3,1,7
47,0,1,1,1,23724.0,75,4734,65,5,23,15,0,18,14,2,0,3,2,0,8
66,3,1,1,1,47353.0,225,4630,93,184,2,19,8,8,4,2,2,6,3,0,5
74,3,1,1,2,33444.0,18,5242,24,8,0,8,0,0,2,1,0,2,1,0,8
45,2,1,1,1,54386.0,470,4810,8,277,21,64,62,21,25,3,2,10,2,0,3
45,2,0,1,2,28510.0,91,4844,72,44,5,19,0,4,19,2,0,4,3,0,5
35,3,0,0,0,90638.0,2510,4538,29,1156,81,556,94,81,96,3,4,10,1,1,1
76,2,1,1,1,48070.0,504,4934,33,373,14,83,6,9,19,8,2,6,3,0,7
69,2,1,1,1,43140.0,235,4826,68,134,8,76,6,0,11,4,1,5,1,0,6
65,4,0,1,1,54959.0,1232,4928,55,1148,0,60,0,0,24,9,5,4,3,1,7
68,0,0,1,2,15056.0,88,4883,76,6,12,3,21,6,40,2,2,3,5,0,5
55,2,0,1,1,26954.0,17,4365,17,4,1,11,0,0,1,1,0,2,1,0,7
41,2,0,1,1,22327.0,24,4908,94,5,4,8,2,0,5,1,0,3,1,0,5
61,2,1,1,2,44393.0,60,4713,86,24,2,20,2,2,10,1,0,4,2,0,4
74,4,0,1,1,62000.0,1020,4710,25,899,0,101,0,0,20,6,6,13,1,1,4
64,4,1,1,1,31497.0,155,5149,22,108,1,28,13,1,4,3,1,4,2,0,8
52,1,1,1,2,45894.0,51,4524,15,27,2,7,0,2,13,1,0,3,1,0,5
56,3,0,0,0,78579.0,1812,4956,35,816,66,549,120,66,99,5,6,4,1,0,3
57,3,0,1,1,67369.0,1461,4991,81,1225,0,70,37,14,42,7,4,10,4,2,4
66,2,0,1,1,58401.0,96,4472,55,10,0,11,17,29,29,1,2,2,1,0,4
74,2,0,1,1,62307.0,160,4534,94,87,13,34,10,6,10,4,0,4,1,0,5
57,3,1,1,2,43641.0,139,4835,50,57,2,51,4,2,23,2,1,4,3,0,6
58,3,0,1,1,63841.0,908,4836,64,635,15,100,20,7,126,9,3,9,1,0,6
